Make,AccidentArea,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,BasePolicy,daysDiff,FraudFound
Mercury,Rural,Female,Widow,45,Policy Holder,Sedan,"less than 20,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,9,No
Honda,Urban,Male,Married,51,Policy Holder,Sport,"20,000 to 39,000",700,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,1,No
Honda,Urban,Male,Married,52,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,16,No
Honda,Urban,Male,Married,42,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,5,No
VW,Urban,Male,Married,53,Policy Holder,Sport,"40,000 to 69,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,1,No
Honda,Urban,Female,Single,27,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,4 to 8 years,more than 1,Liability,7,No
Honda,Urban,Male,Married,37,Third Party,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0,No
Mercury,Urban,Male,Single,34,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,1,No
VW,Urban,Male,Single,60,Third Party,Sedan,"more than 69,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,All Perils,0,No
Mercury,Urban,Male,Married,26,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,1,No
Mercury,Rural,Male,Married,54,Third Party,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,Liability,24,No
Mercury,Rural,Male,Single,34,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,9,No
Honda,Urban,Female,Single,24,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,1,less than 4 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,2,No
Ford,Urban,Male,Married,41,Third Party,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,1,more than 7,No,No,Internal,more than 5,no change,1 vehicle,Liability,1,No
Honda,Urban,Male,Married,36,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,1,No
Honda,Urban,Male,Single,43,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Married,37,Third Party,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,7,No
Mercury,Urban,Male,Married,26,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,more than 1,Collision,0,No
Mercury,Urban,Male,Married,47,Policy Holder,Utility,"20,000 to 39,000",400,4,more than 30,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Married,34,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,none,0 to 3 years,1 vehicle,Collision,1,No
Ford,Urban,Male,Married,40,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,2,No
Honda,Urban,Male,Married,34,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0,No
Mercury,Urban,Male,Married,41,Third Party,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,9,No
Honda,Urban,Male,Married,31,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,2,No
Honda,Urban,Male,Married,54,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,more than 7,Yes,No,External,more than 5,no change,1 vehicle,Collision,23,No
Honda,Urban,Male,Single,30,Third Party,Sedan,"more than 69,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,7,No
Honda,Rural,Female,Single,28,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,Yes,External,none,4 to 8 years,more than 1,Collision,8,No
Mercury,Urban,Male,Married,74,Policy Holder,Sport,"more than 69,000",400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Liability,14,No
Mercury,Urban,Male,Single,21,Policy Holder,Sedan,"less than 20,000",400,3,more than 30,more than 30,none,less than 4 years,No,No,External,more than 5,no change,1 vehicle,All Perils,7,No
Honda,Urban,Female,Married,47,Policy Holder,Sport,"more than 69,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,Yes,No,External,none,no change,1 vehicle,Liability,4,No
Honda,Urban,Male,Married,42,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,2,No
Honda,Urban,Male,Married,53,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,8,Yes
Honda,Urban,Female,Married,38,Policy Holder,Sport,"more than 69,000",400,2,more than 30,more than 30,none,less than 4 years,No,No,External,none,no change,1 vehicle,Liability,1,No
Honda,Urban,Male,Married,39,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,4 to 6 years,Yes,No,External,1 to 2,no change,1 vehicle,Collision,3,No
VW,Urban,Male,Married,52,Policy Holder,Sedan,"40,000 to 69,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Collision,18,No
Mercury,Urban,Male,Married,50,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Married,30,Policy Holder,Sport,"more than 69,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,Internal,none,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Married,53,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,All Perils,0,No
Mercury,Urban,Male,Married,49,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Collision,6,No
Honda,Urban,Male,Married,59,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,All Perils,0,No
Mercury,Urban,Male,Married,46,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,Collision,10,No
Honda,Urban,Female,Married,53,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0,No
Ford,Urban,Male,Married,49,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,Yes,No,Internal,none,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Single,18,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,less than 4 years,No,No,External,more than 5,no change,1 vehicle,Collision,14,No
Honda,Urban,Female,Single,32,Policy Holder,Sedan,"20,000 to 39,000",500,2,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,0 to 3 years,1 vehicle,All Perils,0,No
Mercury,Urban,Male,Married,54,Policy Holder,Sedan,"less than 20,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,All Perils,3,Yes
Mercury,Urban,Female,Married,36,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,9,No
Honda,Urban,Male,Single,42,Third Party,Sedan,"more than 69,000",400,1,more than 30,more than 30,none,less than 4 years,No,No,External,none,4 to 8 years,more than 1,Collision,6,No
Mercury,Rural,Male,Married,46,Policy Holder,Sedan,"less than 20,000",400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,All Perils,6,No
Honda,Urban,Male,Married,63,Third Party,Sport,"less than 20,000",400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,7,No
Mercury,Urban,Female,Married,60,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,Collision,7,No
Honda,Urban,Male,Married,76,Third Party,Sport,"more than 69,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,7,No
Honda,Urban,Male,Single,17,Policy Holder,Sedan,"more than 69,000",400,3,more than 30,more than 30,none,less than 4 years,No,No,External,none,no change,1 vehicle,All Perils,178,No
Honda,Urban,Male,Married,54,Policy Holder,Sedan,"more than 69,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Collision,0,No
Honda,Rural,Male,Married,32,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,2,No
Honda,Urban,Male,Married,33,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,8,No
Honda,Rural,Male,Single,28,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,33,No
Mercury,Urban,Male,Married,76,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,more than 7,Yes,No,External,3 to 5,no change,1 vehicle,Collision,40,No
Honda,Urban,Male,Single,73,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,more than 1,Liability,47,No
Honda,Urban,Female,Single,25,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,less than 4 years,No,No,External,none,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Married,69,Third Party,Sport,"more than 69,000",400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Collision,10,No
Honda,Urban,Male,Married,43,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,Collision,6,No
Ford,Rural,Male,Single,56,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,0,No
Ford,Urban,Male,Single,35,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,4,No
Honda,Urban,Male,Single,38,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Married,32,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,7,No
Mercury,Urban,Male,Married,62,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,All Perils,0,No
Honda,Urban,Female,Single,26,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,1,No
Mercury,Urban,Male,Married,60,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,none,4 to 8 years,more than 1,Collision,46,No
Honda,Urban,Female,Married,23,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,6,No
Honda,Urban,Male,Married,60,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Collision,257,No
Mercury,Urban,Male,Married,50,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,3,No
Mercury,Urban,Male,Married,34,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,3,No
Mercury,Urban,Male,Married,39,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,8,No
Ford,Urban,Male,Married,45,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,2,No
Mercury,Urban,Female,Single,26,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,1,No
Mercury,Urban,Male,Single,50,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,1,No
Mercury,Urban,Male,Married,51,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,Liability,0,No
VW,Urban,Male,Married,38,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,2,No
Mercury,Urban,Female,Married,38,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,1,No
Honda,Urban,Female,Married,45,Policy Holder,Sport,"more than 69,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,18,No
Honda,Urban,Male,Married,38,Policy Holder,Sport,"more than 69,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,0,No
Honda,Urban,Female,Single,31,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,more than 4,4 to 6 years,Yes,No,External,none,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Married,45,Policy Holder,Sedan,"less than 20,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Collision,5,Yes
Honda,Urban,Male,Single,33,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0,No
Ford,Urban,Male,Married,49,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,2,No
Honda,Urban,Male,Married,32,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,Yes,No,External,none,no change,1 vehicle,All Perils,6,No
Honda,Rural,Male,Married,43,Policy Holder,Utility,"40,000 to 69,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,1,No
Honda,Urban,Male,Married,34,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0,No
Honda,Rural,Male,Married,56,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,more than 7,No,No,External,1 to 2,4 to 8 years,more than 1,All Perils,0,No
Honda,Urban,Male,Married,23,Third Party,Sport,"more than 69,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,5,No
Mercury,Urban,Male,Single,24,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,4,No
Honda,Urban,Male,Single,34,Policy Holder,Sedan,"less than 20,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,9,No
Honda,Urban,Male,Single,46,Policy Holder,Sport,"more than 69,000",400,3,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,Collision,0,Yes
Honda,Urban,Male,Married,43,Third Party,Sedan,"20,000 to 39,000",700,2,more than 30,more than 30,none,4 to 6 years,Yes,No,External,none,no change,1 vehicle,All Perils,0,No
Honda,Urban,Male,Single,33,Policy Holder,Sedan,"20,000 to 39,000",500,4,more than 30,more than 30,none,4 to 6 years,No,No,External,none,0 to 3 years,1 vehicle,Collision,1,No
Mercury,Urban,Male,Married,38,Policy Holder,Sedan,"less than 20,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Married,47,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,Yes,External,none,no change,1 vehicle,Collision,0,No
Honda,Urban,Female,Married,42,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Married,35,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,more than 1,Liability,17,No
Honda,Urban,Male,Married,33,Third Party,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,13,No
Mercury,Urban,Male,Married,35,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0,No
Mercury,Urban,Male,Married,30,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,1,No
Honda,Urban,Male,Single,27,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0,No
Mercury,Urban,Male,Married,54,Policy Holder,Sedan,"40,000 to 69,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,3,No
Honda,Rural,Male,Married,47,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,more than 7,Yes,No,External,3 to 5,no change,1 vehicle,Collision,0,No
